零件名称,零件重量,零件尺寸L,零件尺寸W,零件尺寸H,零件分类,来料包装L,来料包装W,来料包装H,是否需防锈,CKD包装类型,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
开口型平圆头抽芯铆钉,0.0009,,,,STD,,,,,,,,,,,,,
十字槽盘头自攻螺钉和大垫圈组合件,0.01,,,,STD,,,,,,,,,,,,,
内六角花形大半圆头自攻螺钉,0.01,,,,STD,,,,,,,,,,,,,
六角头螺栓和平垫圈组合件,0.008,,,,STD,,,,,,,,,,,,,
带导向六角法兰面螺栓和带齿垫圈组合件,0.06,,,,STD,,,,,,,,,,,,,
搭铁螺母,0.0046,,,,STD,,,,,,,,,,,,,
六角头螺栓和平垫圈组合件,0.0068,,,,STD,,,,,,,,,,,,,
左后轮眉装饰件总成前段,0.199,517.0,165.0,52.0,内外饰板类,650.0,435.0,260.0,,纸箱,,,,,,,,
右后轮眉装饰件总成前段,0.199,517.0,165.0,52.0,内外饰板类,650.0,435.0,260.0,,纸箱,,,,,,,,
六角头螺栓和平垫圈组合件,0.006,,,,STD,,,,,,,,,,,,,
偏心螺栓,,,,,总成件,,,,,,,,,,,,,
左遮阳板底座盖板,0.005,76.0,39.0,9.0,小尺寸件（来料塑料箱）,365.0,275.0,160.0,,纸箱,,,,,,,,
右遮阳板底座盖板,0.005,76.0,39.0,9.0,小尺寸件（来料塑料箱）,365.0,275.0,160.0,,纸箱,,,,,,,,
前风窗玻璃右装饰卡条,0.05,853.0,30.0,41.0,小尺寸件（来料塑料箱）,900.0,400.0,120.0,,纸箱,,,,,,,,
前风窗玻璃左装饰卡条,0.05,853.0,30.0,41.0,小尺寸件（来料塑料箱）,900.0,400.0,120.0,,纸箱,,,,,,,,
带数据传输USB充电器,0.04,67.0,23.0,50.0,小尺寸件（来料塑料箱）,650.0,435.0,260.0,,纸箱,,,,,,,,
六角法兰面螺栓,0.006,,,,STD,,,,,,,,,,,,,
六角法兰面螺栓,0.0295,,,,STD,,,,,,,,,,,,,
电动后背门关闭开关,0.0187,54.0,28.0,41.0,小尺寸件（来料塑料箱）,365.0,275.0,210.0,,纸箱,,,,,,,,
前门外开拉丝总成,0.0409,990.0,20.0,20.0,小尺寸件（来料塑料箱）,1100.0,365.0,210.0,,纸箱,,,,,,,,
后门外开拉丝总成,0.0377,920.0,20.0,20.0,小尺寸件（来料塑料箱）,1100.0,365.0,210.0,,纸箱,,,,,,,,
中控锁开关,0.019,43.0,25.0,40.0,小尺寸件（来料塑料箱）,550.0,365.0,210.0,,纸箱,,,,,,,,
中控锁开关,0.019,42.0,25.0,48.0,小尺寸件（来料塑料箱）,550.0,365.0,210.0,,纸箱,,,,,,,,
油管双管夹Ⅰ,0.012,43.0,39.0,14.0,小尺寸件（来料塑料箱）,365.0,275.0,210.0,,纸箱,,,,,,,,
副仪表台线束总成,,955.0,30.0,50.0,线束类,650.0,435.0,260.0,,纸箱,,,,,,,,
左前门饰板线束总成,,945.0,50.0,50.0,线束类,650.0,435.0,260.0,,纸箱,,,,,,,,
右前门饰板线束总成,,945.0,50.0,50.0,线束类,650.0,435.0,260.0,,纸箱,,,,,,,,
左后门线束总成,,1610.0,80.0,50.0,线束类,650.0,435.0,260.0,,纸箱,,,,,,,,
左后门饰板线束总成,,945.0,50.0,50.0,线束类,650.0,435.0,260.0,,纸箱,,,,,,,,
右后门线束总成,,1610.0,80.0,50.0,线束类,650.0,435.0,260.0,,纸箱,,,,,,,,
右后门饰板线束总成,,945.0,50.0,50.0,线束类,650.0,435.0,260.0,,纸箱,,,,,,,,
后背门转接线束总成,,1020.0,80.0,50.0,线束类,650.0,435.0,260.0,,纸箱,,,,,,,,
十字槽盘头自攻螺钉和大垫圈组合件,0.01,,,,STD,,,,,,,,,,,,,
制动管路3号总成,0.14,885.0,455.0,185.0,大尺寸件（来料金属箱）,1200.0,1150.0,1200.0,,纸箱,,,,,,,,
蓄电池搭铁线束,,351.0,20.0,20.0,线束类,650.0,435.0,260.0,,纸箱,,,,,,,,
六角加大法兰面螺母,0.0454,,,,STD,,,,,,,,,,,,,
遮阳板挂钩盖板,0.0015,23.0,22.0,7.0,小尺寸件（来料塑料箱）,365.0,275.0,160.0,,纸箱,,,,,,,,
遮阳板挂钩盖板,0.0015,23.0,22.0,7.0,小尺寸件（来料塑料箱）,365.0,275.0,160.0,,纸箱,,,,,,,,
电动后背门开启关闭开关,0.025,42.0,25.0,48.0,小尺寸件（来料塑料箱）,550.0,365.0,210.0,,纸箱,,,,,,,,
非金属嵌件六角法兰面锁紧螺母,0.0224,,,,STD,,,,,,,,,,,,,
机舱组合杆总成,4.094,1100.0,400.0,100.0,大尺寸件（金属箱/围板箱来料）,1185.0,1185.0,650.0,,天地盖纸箱,,,,,,,,
电动后背门开启关闭开关,0.025,42.0,25.0,47.0,小尺寸件（来料塑料箱）,365.0,275.0,210.0,,纸箱,,,,,,,,
十字槽盘头自攻螺钉-C型,0.01,,,,STD,,,,,,,,,,,,,
泄压阀总成,0.105,123.0,158.0,103.0,来料纸箱件,570.0,380.0,350.0,,纸箱,,,,,,,,
锁芯连杆,0.007,88.0,19.0,19.0,小尺寸件（来料塑料箱）,365.0,275.0,160.0,,纸箱,,,,,,,,
制动管路三管夹,0.007,48.0,17.0,13.0,小尺寸件（来料塑料箱）,365.0,275.0,210.0,,纸箱,,,,,,,,
前围内隔音垫,5.4,1452.0,749.0,140.0,大尺寸件（金属箱/围板箱来料）,1600.0,1140.0,1150.0,,天地盖纸箱,,,,,,,,
前围外隔音垫,0.35,900.0,453.0,125.0,大尺寸件（金属箱/围板箱来料）,1600.0,1140.0,1090.0,,纸箱,,,,,,,,
六角法兰面螺栓,0.0171,,,,STD,,,,,,,,,,,,,
六角法兰面螺母,0.0119,,,,STD,,,,,,,,,,,,,
六角螺母和锥形弹性垫圈组合件,0.0046,,,,STD,,,,,,,,,,,,,
前风窗玻璃总成,4.249,1502.0,967.0,4.0,玻璃类,1700.0,1150.0,1300.0,,铁架,,,,,,,,
左后角窗玻璃总成,1.2275,430.0,395.0,4.0,玻璃类,1200.0,760.0,1120.0,,纸箱,,,,,,,,
右后角窗玻璃总成,1.2275,430.0,395.0,4.0,玻璃类,1200.0,760.0,1120.0,,纸箱,,,,,,,,
天窗总成,22.3,1675.0,945.0,110.0,天窗类,1800.0,1130.0,1210.0,,天地盖纸箱,,,,,,,,
右后侧围内饰板总成,2.046,1110.0,554.0,315.0,内外饰板类,1600.0,1200.0,1500.0,,天地盖纸箱,,,,,,,,
顶盖左行李架总成,1.421,1838.0,102.0,112.0,大尺寸件（金属箱/围板箱来料）,2100.0,1150.0,900.0,,天地盖纸箱,,,,,,,,
顶盖右行李架总成,1.421,1838.0,102.0,112.0,大尺寸件（金属箱/围板箱来料）,2100.0,1150.0,900.0,,天地盖纸箱,,,,,,,,
左前门窗台外密封条总成,0.323,1057.0,35.0,30.0,密封条类,1200.0,400.0,230.0,,纸箱,,,,,,,,
右前门窗台外密封条总成,0.323,1057.0,35.0,30.0,密封条类,1200.0,400.0,230.0,,纸箱,,,,,,,,
左后门玻璃总成,4,834.0,654.0,5.0,玻璃类,1140.0,1140.0,900.0,,铁架,,,,,,,,
右后门玻璃总成,4,834.0,654.0,5.0,玻璃类,1140.0,1140.0,900.0,,铁架,,,,,,,,
左后门窗台外密封条总成,0.371,926.0,32.0,30.0,密封条类,1200.0,400.0,230.0,,纸箱,,,,,,,,
右后门窗台外密封条总成,0.371,926.0,32.0,30.0,密封条类,1200.0,400.0,230.0,,纸箱,,,,,,,,
前排主驾驶员座椅合件,,,,,座椅类,,,,,天地盖纸箱,,,,,,,,
前排副驾驶员座椅合件,,,,,座椅类,,,,,天地盖纸箱,,,,,,,,
第二排座椅60%靠背合件,,,,,座椅类,,,,,天地盖纸箱,,,,,,,,
后排座椅坐垫合件,,,,,座椅类,,,,,天地盖纸箱,,,,,,,,
右后排座椅靠背总成,,,,,座椅类,,,,,天地盖纸箱,,,,,,,,
燃油管单管夹,0.003,34.0,23.0,23.0,小尺寸件（来料塑料箱）,365.0,275.0,210.0,,纸箱,,,,,,,,
前置蒸发器流入管总成,0.605,1121.0,709.0,327.0,大尺寸件（金属箱/围板箱来料）,1600.0,1150.0,780.0,,纸箱,,,,,,,,
轮毂锁紧螺母,,,,,总成件,,,,,,,,,,,,,
行李箱右照明灯,0.01,68.0,25.0,18.0,小尺寸件（来料塑料箱）,365.0,275.0,160.0,,纸箱,,,,,,,,
燃油管单管夹,0.003,22.0,20.0,14.0,小尺寸件（来料塑料箱）,365.0,275.0,210.0,,纸箱,,,,,,,,
十字槽六角头法兰面螺栓,0.0068,,,,STD,,,,,,,,,,,,,
堵盖20*28,0.005,35.0,7.0,27.0,小尺寸件（来料塑料箱）,600.0,400.0,148.0,,纸箱,,,,,,,,
压缩机高压线束总成,0.47,1220.0,80.0,50.0,线束类,550.0,365.0,210.0,,纸箱,,,,,,,,
前PDU高压线束总成,3.47,1580.0,80.0,50.0,线束类,550.0,365.0,210.0,,纸箱,,,,,,,,
单麦克风,0.0023,18.0,14.0,15.0,小尺寸件（来料塑料箱）,365.0,275.0,160.0,,纸箱,,,,,,,,
遮阳板挂钩盖板,0.0015,23.0,22.0,7.0,小尺寸件（来料塑料箱）,365.0,275.0,160.0,,纸箱,,,,,,,,
六角头螺栓和平垫圈组合件,0.0059,,,,STD,,,,,,,,,,,,,
金属卡子,0.002,,,,STD,,,,,,,,,,,,,
后导流板总成合件,3.689,332.0,1326.0,200.0,大尺寸件（金属箱/围板箱来料）,1650.0,1140.0,1150.0,,天地盖纸箱,,,,,,,,
发动机罩缓冲块,0.11,25.0,13.0,10.0,小尺寸件（来料塑料箱）,650.0,436.0,260.0,,纸箱,,,,,,,,
左前门框密封条总成,1.27,3577.0,30.0,30.0,密封条类,1600.0,1150.0,590.0,,天地盖纸箱,,,,,,,,
左前门密封条总成,0.411,3805.0,15.0,20.0,密封条类,1200.0,1000.0,780.0,,天地盖纸箱,,,,,,,,
右前门密封条总成,0.411,3805.0,15.0,20.0,密封条类,1200.0,1000.0,780.0,,天地盖纸箱,,,,,,,,
左后门框密封条总成,1.194,3353.0,30.0,30.0,密封条类,1600.0,1150.0,590.0,,天地盖纸箱,,,,,,,,
左后门密封条总成,0.4,3698.0,15.0,20.0,密封条类,1200.0,1000.0,780.0,,天地盖纸箱,,,,,,,,
右后门密封条总成,0.4,3698.0,15.0,20.0,密封条类,1200.0,1000.0,780.0,,天地盖纸箱,,,,,,,,
背门饰条,0.261,,,,大尺寸件（金属箱/围板箱来料）,,,,,天地盖纸箱,,,,,,,,
排水管护套,0.0015,13.0,5.0,5.0,小尺寸件（来料塑料箱）,650.0,435.0,260.0,,纸箱,,,,,,,,
紧急开启把手,0.002,13.0,5.0,5.0,小尺寸件（来料塑料箱）,650.0,435.0,260.0,,纸箱,,,,,,,,
发动机控制器,0.62,210.0,200.0,46.0,来料纸箱件,516.0,345.0,213.0,,纸箱,,,,,,,,
发动机控制器合件,,,,,,,,,,纸箱,,,,,,,,
整车控制器合件,,,,,,,,,,纸箱,,,,,,,,
自动泊车控制器,0.571,237.0,32.0,112.0,小尺寸件（来料塑料箱）,600.0,400.0,230.0,,纸箱,,,,,,,,
左前门线束总成,,1835.0,80.0,50.0,线束类,650.0,435.0,260.0,,纸箱,,,,,,,,
右前门线束总成,,1835.0,80.0,50.0,线束类,650.0,435.0,260.0,,纸箱,,,,,,,,
后背门线束总成,,1020.0,80.0,50.0,线束类,650.0,435.0,260.0,,纸箱,,,,,,,,
左前舱线束,,2680.0,80.0,50.0,线束类,650.0,435.0,260.0,,纸箱,,,,,,,,
车身线束总成合件,/,6875.0,80.0,50.0,线束类,650.0,435.0,260.0,,纸箱,,,,,,,,
后风窗玻璃总成合件,5.96,1321.0,503.0,4.0,玻璃类,1500.0,1140.0,800.0,,纸箱,,,,,,,,
顶棚合件,2.7,2700.0,1200.0,2200.0,内外饰件类,2700.0,1200.0,2200.0,,铁架,,,,,,,,
右遮阳板,0.59,387.0,23.0,132.0,内外饰件类,600.0,400.0,280.0,,纸箱,,,,,,,,
带导向六角法兰面螺栓和带齿垫圈组合件,0.237,,,,STD,,,,,,,,,,,,,
六角螺母和锥形弹性垫圈组合件,0.0047,,,,STD,,,,,,,,,,,,,
十字槽六角头法兰面螺栓,0.007,,,,STD,,,,,,,,,,,,,
内六角花形盘头螺钉,0.01,,,,STD,,,,,,,,,,,,,
散热器支架总成,4.2,636.0,460.0,136.0,大尺寸件（金属箱/围板箱来料）,1140.0,1140.0,545.0,,纸箱,,,,,,,,
内六角花形盘头自攻螺钉,0.01,,,,STD,,,,,,,,,,,,,
六角法兰面螺栓,0.0116,,,,STD,,,,,,,,,,,,,
六角头螺栓和平垫圈组合件,0.0111,,,,STD,,,,,,,,,,,,,
偏心垫圈,,,,,DKD件,,,,,STD,,,,,,,,
非金属嵌件六角法兰面锁紧螺母,,,,,总成件,,,,,,,,,,,,,
平垫圈,,,,,DKD件,,,,,STD,,,,,,,,
搭铁螺栓,0.0128,,,,STD,,,,,,,,,,,,,
十字槽六角头法兰面螺栓,0.0053,,,,STD,,,,,,,,,,,,,
内六角花形盘头螺钉,0.0059,,,,STD,,,,,,,,,,,,,
内六角花形盘头螺钉,0.01,,,,STD,,,,,,,,,,,,,
内六花形半沉头螺钉,0.01,,,,STD,,,,,,,,,,,,,
六角法兰面螺栓,0.0085,,,,STD,,,,,,,,,,,,,
搭铁螺栓,0.01,,,,STD,,,,,,,,,,,,,
六角法兰面螺栓,0.0129,,,,STD,,,,,,,,,,,,,
六角法兰面螺栓,0.0107,,,,STD,,,,,,,,,,,,,
内六角盘头螺钉和平垫圈组合件,0.01,,,,STD,,,,,,,,,,,,,
单管管夹,,0.0,0.0,0.0,小尺寸件（来料塑料箱）,365.0,275.0,160.0,,纸箱,,,,,,,,
前顶灯总成,0.77,,,,灯类,,,,,纸箱,,,,,,,,
E型环,,,,,DKD件,,,,,STD,,,,,,,,
六角法兰面螺母,0.0117,,,,STD,,,,,,,,,,,,,
前排安全拉手,0.11,220.0,69.0,30.0,小尺寸件（来料塑料箱）,650.0,435.0,260.0,,纸箱,,,,,,,,
后排左安全拉手,0.13,220.0,69.0,30.0,小尺寸件（来料塑料箱）,650.0,435.0,260.0,,纸箱,,,,,,,,
后排右安全拉手,0.13,220.0,69.0,30.0,小尺寸件（来料塑料箱）,650.0,435.0,260.0,,纸箱,,,,,,,,
左前驱动轴总成,8.03,695.0,110.0,110.0,大尺寸件（金属箱/围板箱来料）,1200.0,1000.0,740.0,,天地盖纸箱,,,,,,,,
右前驱动轴总成,8.26,695.0,110.0,110.0,大尺寸件（金属箱/围板箱来料）,1200.0,1000.0,740.0,,天地盖纸箱,,,,,,,,
T-BOX,0.35,225.0,132.0,26.0,小尺寸件（来料塑料箱）,650.0,435.0,160.0,,纸箱,,,,,,,,
左前车门防擦条合件,1.2106,1136.0,82.0,120.0,大尺寸件（金属箱/围板箱来料）,1430.0,1000.0,1180.0,,天地盖纸箱,,,,,,,,
右前车门防擦条合件,1.05,1136.0,82.0,120.0,大尺寸件（金属箱/围板箱来料）,1430.0,1000.0,1180.0,,天地盖纸箱,,,,,,,,
六角螺母和锥形大垫圈组合件,0.0105,,,,STD,,,,,,,,,,,,,
六角头螺栓和平垫圈组合件,0.0068,,,,STD,,,,,,,,,,,,,
十字槽盘头自攻螺钉-C型,0.01,,,,STD,,,,,,,,,,,,,
内六角花形沉头螺钉,0.0097,,,,STD,,,,,,,,,,,,,
十字槽大半圆头自攻螺钉-C型,0.01,,,,STD,,,,,,,,,,,,,
六角头螺栓和大平垫圈组合件,0.0072,,,,STD,,,,,,,,,,,,,
十字槽六角头法兰面螺栓,0.0062,,,,STD,,,,,,,,,,,,,
六角头螺栓、弹簧垫圈和平垫圈组合件,0.0078,,,,STD,,,,,,,,,,,,,
非金属嵌件六角法兰面锁紧螺母,,,,,总成件,,,,,,,,,,,,,
内六角花型盘头螺钉,0.0056,,,,STD,,,,,,,,,,,,,
大垫圈,0.0319,,,,STD,,,,,,,,,,,,,
六角头螺栓、弹簧垫圈和大垫圈组合件,0.009,,,,STD,,,,,,,,,,,,,
六角头螺栓和平垫圈组合件,0.0153,,,,STD,,,,,,,,,,,,,
非金属嵌件六角法兰面锁紧螺母,,,,,总成件,,,,,,,,,,,,,
内六角花形大半圆头螺钉和平垫圈组合件,0.0046,,,,STD,,,,,,,,,,,,,
内六角花形大盘头螺钉,0.0073,,,,STD,,,,,,,,,,,,,
机舱左前装饰板总成,,,,,DKD件,,,,,天地盖纸箱,,,,,,,,
六角法兰面螺栓和平垫圈组合件,0.07,,,,STD,,,,,,,,,,,,,
内六角花型大盘头螺栓,0.03,,,,STD,,,,,,,,,,,,,
十字槽大半圆头自攻螺钉-C型,0.01,,,,STD,,,,,,,,,,,,,
内六角花形六角法兰面螺栓,0.01,,,,STD,,,,,,,,,,,,,
六角法兰面螺栓,0.0177,,,,STD,,,,,,,,,,,,,
碰卡,0.0012,,,,STD,,,,,,,,,,,,,
车轮螺栓装饰盖及拆卸夹,0.0603,,,,STD,,,,,,,,,,,,,
机舱前中装饰板总成,,,,,DKD件,,,,,天地盖纸箱,,,,,,,,
六角法兰面螺栓,0.0612,,,,STD,,,,,,,,,,,,,
六角法兰面螺栓,0.0086,,,,STD,,,,,,,,,,,,,
六角法兰面螺栓和平垫圈组合件,0.0591,,,,STD,,,,,,,,,,,,,
带导向六角法兰面螺栓和平垫圈组合件,0.07,,,,STD,,,,,,,,,,,,,
搭铁螺栓,0.007,,,,STD,,,,,,,,,,,,,
六角法兰面螺栓和垫片组合件,0.0235,,,,STD,,,,,,,,,,,,,
内六角花形盘头螺钉,0.0072,,,,STD,,,,,,,,,,,,,
全金属六角法兰面锁紧螺母,0.038,,,,STD,,,,,,,,,,,,,
前制动软管安装垫圈,,,,,总成件,,,,,,,,,,,,,
平垫圈,,,,,DKD件,,,,,STD,,,,,,,,
前悬总成,,,,,总成件,,,,,铁架,,,,,,,,
三通比例阀出水管总成,,,,,总成件,,,,,,,,,,,,,
前副车架合件,,,,,总成件,,,,,,,,,,,,,
EPS电机线束支架,,,,,总成件,,,,,,,,,,,,,
水管支架7,,,,,总成件,,,,,,,,,,,,,
转向器隔热垫,,,,,总成件,,,,,,,,,,,,,
转向器带横拉杆总成,,,,,总成件,,,,,,,,,,,,,
仪表板总成,,,,,总成件,,,,,铁架,,,,,,,,
右除霜风管总成,,,,,总成件,,,,,,,,,,,,,
自动空调控制面板,,,,,总成件,,,,,,,,,,,,,
左侧出风口总成,,,,,总成件,,,,,,,,,,,,,
HVAC总成,,,,,总成件,,,,,,,,,,,,,
车身控制器支架,,,,,总成件,,,,,,,,,,,,,
转向柱开关总成,,,,,总成件,,,,,,,,,,,,,
手套箱右侧装饰,,,,,总成件,,,,,,,,,,,,,
高音扬声器,,,,,总成件,,,,,,,,,,,,,
中央出风口总成,,,,,总成件,,,,,,,,,,,,,
屏幕上盖板骨架总成,,,,,总成件,,,,,,,,,,,,,
无线电信号控制盒,,,,,总成件,,,,,,,,,,,,,
右侧吹脚风管总成,,,,,总成件,,,,,,,,,,,,,
屏幕上盖板装饰件,,,,,总成件,,,,,,,,,,,,,
屏幕上盖板总成,,,,,总成件,,,,,,,,,,,,,
点光源,,,,,总成件,,,,,,,,,,,,,
左除霜风管总成,,,,,总成件,,,,,,,,,,,,,
座舱中央控制盒,,,,,总成件,,,,,,,,,,,,,
自动空调控制器,,,,,总成件,,,,,,,,,,,,,
仪表线束总成,,,,,总成件,,,,,,,,,,,,,
左侧吹脚风管总成,,,,,总成件,,,,,,,,,,,,,
室温传感器,,,,,总成件,,,,,,,,,,,,,
中置扬声器,,,,,总成件,,,,,,,,,,,,,
网关,,,,,总成件,,,,,,,,,,,,,
大屏升降机构,,,,,总成件,,,,,,,,,,,,,
后悬总成,,,,,总成件,,,,,铁架,,,,,,,,
后稳定杆支架,,,,,总成件,,,,,,,,,,,,,
后前束控制臂总成,,,,,总成件,,,,,,,,,,,,,
左后高度传感器线束支架,,,,,总成件,,,,,,,,,,,,,
右后驱动轴总成,,,,,总成件,,,,,,,,,,,,,
右后制动器总成,,,,,总成件,,,,,,,,,,,,,
后副车架合件,,,,,总成件,,,,,,,,,,,,,
后电机前悬置总成,,,,,总成件,,,,,,,,,,,,,
后电机右悬置支架,,,,,总成件,,,,,,,,,,,,,
后减振器支柱总成,4.5,,,,,1080.0,920.0,800.0,,纸箱,,,,,,,,
右后高度传感器线束支架,,,,,总成件,,,,,,,,,,,,,
后制动软管（右）,,,,,总成件,,,,,,,,,,,,,
左后驱动轴总成,,,,,总成件,,,,,,,,,,,,,
后电驱系统合件,,,,,总成件,,,,,,,,,,,,,
后稳定杆总成,,,,,总成件,,,,,,,,,,,,,
连接轴总成,,,,,总成件,,,,,,,,,,,,,
后电机左悬置支架,,,,,总成件,,,,,,,,,,,,,
左后制动器总成,,,,,总成件,,,,,,,,,,,,,
发动机总成,,,,,总成件,,,,,铁架,,,,,,,,
增程控制器进水软管,,,,,总成件,,,,,,,,,,,,,
四通控制阀水管3,,,,,总成件,,,,,,,,,,,,,
暖芯水泵总成,,,,,总成件,,,,,,,,,,,,,
前驱动电机总成,86.5,,,,,1200.0,1150.0,600.0,,天地盖纸箱,,,,,,,,
GCU搭铁线束总成,,,,,总成件,,,,,,,,,,,,,
水管支架2,,,,,总成件,,,,,,,,,,,,,
PTC2进水软管,0.151,,,,,620.0,420.0,290.0,,纸箱,,,,,,,,
蓄水瓶进水软管,0.465,,,,,600.0,400.0,270.0,,纸箱,,,,,,,,
水加热PTC总成,3.75,,,,,550.0,365.0,210.0,,纸箱,,,,,,,,
前电机搭铁线束,0.12,,,,,650.0,435.0,260.0,,纸箱,,,,,,,,
高压发电机总成,,,,,总成件,,,,,,,,,,,,,
GCU安装托盘总成,1.931,,,,,1330.0,1140.0,545.0,,纸箱,,,,,,,,
前舱高压盒总成,2,,,,,550.0,365.0,210.0,,纸箱,,,,,,,,
水泵安装支架1,0.101,,,,,435.0,325.0,210.0,,纸箱,,,,,,,,
四通控制阀水管2,0.268,,,,,620.0,420.0,290.0,,纸箱,,,,,,,,
发动机总成,,,,,总成件,,,,,,,,,,,,,
中通道出水软管,0.479,,,,,600.0,400.0,280.0,,纸箱,,,,,,,,
低温散热器出水管总成,0.344,,,,,620.0,420.0,290.0,,纸箱,,,,,,,,
发动机搭铁线束,,,,,总成件,,,,,,,,,,,,,
水管支架1,,,,,总成件,,,,,,,,,,,,,
发动机线束总成,,,,,总成件,,,,,,,,,,,,,
前副车架线束总成,0.335,,,,,650.0,435.0,260.0,,纸箱,,,,,,,,
高压盒搭铁线束,,,,,总成件,,,,,,,,,,,,,
前端模块总成,,,,,总成件,,,,,纸箱,,,,,,,,
散热器下支架,,,,,总成件,,,,,,,,,,,,,
散热器上减振垫,,,,,总成件,,,,,,,,,,,,,
冷凝器总成,,,,,总成件,,,,,,,,,,,,,
散热器上减振垫,,,,,总成件,,,,,,,,,,,,,
散热器下支架,,,,,总成件,,,,,,,,,,,,,
冷凝器左侧密封垫,,,,,总成件,,,,,,,,,,,,,
散热器电子风扇模块总成,,,,,总成件,,,,,,,,,,,,,
前端模块框架,,,,,总成件,,,,,,,,,,,,,
油箱隔离阀总成,0.45,,,,,550.0,365.0,210.0,,纸箱,,,,,,,,
前悬架左前上控制臂总成,0.465,,,,,600.0,400.0,148.0,,纸箱,,,,,,,,
前悬架右前上控制臂总成,0.47,,,,,600.0,400.0,148.0,,纸箱,,,,,,,,
前悬架左后上控制臂总成,0.45,,,,,600.0,400.0,148.0,,纸箱,,,,,,,,
前悬架右后上控制臂总成,0.5,,,,,600.0,400.0,148.0,,纸箱,,,,,,,,
前稳定杆接头总成,0.568,,,,,600.0,400.0,148.0,,纸箱,,,,,,,,
左前轮速传感器总成,0.06,,,,,550.0,365.0,160.0,,纸箱,,,,,,,,
右前轮速传感器总成,0.123,,,,,550.0,365.0,160.0,,纸箱,,,,,,,,
行李箱左后绳钩装饰件,0.016,,,,,365.0,275.0,160.0,,纸箱,,,,,,,,
行李箱右后绳钩装饰件,0.016,,,,,365.0,275.0,160.0,,纸箱,,,,,,,,
左前门导轨总成,0.214,,,,,650.0,435.0,210.0,,纸箱,,,,,,,,
右前门导轨总成,0.2174,,,,,650.0,435.0,210.0,,纸箱,,,,,,,,
前门内开拉丝总成,0.0347,,,,,650.0,435.0,210.0,,纸箱,,,,,,,,
后门内开拉丝总成,0.038,,,,,650.0,435.0,210.0,,纸箱,,,,,,,,
重低音扬声器,2.605,,,,,1100.0,550.0,330.0,,纸箱,,,,,,,,
充电机水管总成,0.65,,,,,,,,,纸箱,,,,,,,,
后出风口总成,0.206,,,,,650.0,435.0,260.0,,纸箱,,,,,,,,
后出风口总成,0.206,,,,,650.0,435.0,260.0,,纸箱,,,,,,,,
内十二齿花形盘头螺栓,,,,,总成件,,,,,,,,,,,,,
公差调节器,0.036,,,,,365.0,275.0,160.0,,STD,,,,,,,,
十字槽盘头自攻螺钉-F型,,,,,总成件,,,,,,,,,,,,,
